Name,Lyrics
Don't Break Up,"Sometimes you gotta take a sacrifice (Gudda Tay on every beat, nigga)
In your love life (D Hill)
If you want the riches and the ice, yeah, yeah
Riches and the ice, yeah, yeah (no, no, no)
Riches and the ice, yeah, yeah
I don't wanna wake up
I'd rather dream, that's the way that you stay up
I don't wanna break up
But money's on my mind and I gotta keep the cake up
I don't wanna break up
Tears fall from her eyes and it's messin' up her makeup
Havin' second thoughts, no, we don't have to break up
Small conversation, have sex, then we make up
I don't wanna break up, no, no, no
I don't wanna break up, no, no
I don't wanna break up, no, no
I don't wanna break up, no, no
I don't wanna break up
Yeah, I brought sand to the beach to make it better, yeah
I got space boots on me, those Margielas, yeah
Bought some ice for you, keep it real with you, I fake death
Clever whenever we show out every time we go down
Drippin' and drawin', while we spill, they be droolin'
Pick it up by the pick, yeah, photogenic on the wrist, yeah
Purple hearts, make war sex, park the car, have car sex
Diamond cross, probably have sex in the afterlife, my religion
Tryna make better decisions, tryna be more consistent, yeah
I'm going through Hell just to get to you again
I make millions by myself, but I need you to win
Money couldn't buy real love, real friends
I don't wanna break up
I just wanna go and get my cake up, yeah (yeah)
Come through and stay up (stay up)
We can talk all night and make love, yeah
I don't wanna see you cry
That's like me settin' my heart on fire (on fire)
Fantasizin' about you in my arms
Tellin' stories 'til you know I'm not a liar
I don't wanna wake up
I'd rather dream, that's the way that you stay up
I don't wanna break up
But money's on my mind and I gotta keep the cake up
I don't wanna break up
Tears fall from her eyes and it's messin' up her makeup
Havin' second thoughts, no, we don't have to break up
Small conversation, have sex, then we make make up
I don't wanna break up
Sometimes you gotta take a sacrifice
In your love life if you want the riches and the ice, yeah, yeah
(Riches and the ice, yeah, yeah)
Gotta listen to your own advice, yeah, yeah
See, there's love still ahead, you wait, higher than kites (yeah)
Tip-toeing on a tower of temptation, I ain't scared of heights
And if you fall in love once, you can fall in love twice
I put this girl on ten jets, she used to be scared of flights, alright
Personality be making up for my height
Met her in New York, she said she from The Heights, alright
She take her time, she ride all night
Made that girl come over, pedal on me like a bike (bike)
Asian bitch go sucky-sucky, Spanish bitch, she call me papi
On vacay, my bitch in Maui, this ain't even my bitch though
I done Bogarted another nigga, this is like a kid though
I done prove myself so many times, like what these hits for?
She ain't know I was a G, she keep asking, ""What that stick for?""
She thought I was making all this money because I was so popular
Rockstar, from the same planet as a pop star
She remind of my account because when I see her, I get rock hard
Save her (la, la, la, la)
Don't save her (la, la, la, la)
That's what they said
Don't save her (la, la, la, la)
Risked it all, now we gotta break up (yeah)
Get the racks, come back, now we make up (yeah)
I don't wanna wake up
I'd rather dream, that's the way that you stay up
I don't wanna break up
But money's on my mind and I gotta keep the cake up
I don't wanna break up
Tears fall from her eyes and it's messin' up her makeup
Havin' second thoughts, no, we don't have to break up
Small conversation, have sex, then we make up
I don't wanna break up, no, no
I don't wanna break up, no, no
I don't wanna break up"
For Instance,"""For Instance""
Eh!...Chineke me!... Ew!
Ala Oyi e!. Ala Oyi e!
Ala Oyi e!. Ala Oyi e!
For instance
Say na me be one wey dey give chance
Say na me be one wey dey make plans
For all man to benefit
Abi to make we disagree
Abi na to create chance
But now am not of importance
Cos now I am looking from a distance
That's why you give them the chance
To turns us ...to turns to victim of circumstance
Them just dey ignore our existence
Them just dey use excuse buy chance
Like them no know say we dey
Them dey use us dey play
When we stand for resistance
All in the act of exploitance
Abi we just be living in a trance
Ayi oh! my God!
Ala Oyi e!
This thing that am feeling
Is a feeling of love
And you know say is so... Ala Oyi e!
This thing no go go
Then u know I go slow... Ala Oyi e!
This thing is affecting your thing
And is killing your soul... Ala Oyi e!
See this type of thing we we dey feel
They make me dey want to dey... Ala Oyi e!
Even if I want to dey cheat
I go still dey want to dey... Ala Oyi e!
Stand look around you
I bet you go dey want to dey... Ala Oyi e!
Ala Oyi e! for the thing wey u see wey make you Ala Oyi e!
For instance
Say na me be Baale of Nigerians
Say na me be one wey dey make plan
Say I go create a scenery where better go plenty
Make we dey give chance
Instead to dey pack the money go France
To make suffer to full in abundance
To make me run run away
To a place where ebi say
I go feel like Europeans
Where them go respect my skills for instance
Where them no go dey play pranks
Ontop people wey work the way
Wey give them the key
To chop substance
As them know say we be freelance
Their looting no dey give us assurance
Repentance no dey their plane
E dey create annoyance for my heart
So Ala Oyi e!
This thing that am feeling
Is a feeling of love
And you know say is so... Ala Oyi e!
This thing no go go
Then u know I go slow... Ala Oyi e!
This thing is affecting your thing
And is killing your soul... Ala Oyi e!
See this type of thing we we dey feel
They make me dey want to dey... Ala Oyi e!
Even if I want to dey cheat
I go still dey want to dey... Ala Oyi e!
Stand look around you
I bet you go dey want to dey... Ala Oyi e!.
Ala Oyi e! for the thing wey u see wey make you Ala Oyi e!
Make we dey give chance... Ala Oyi e!
Instead to dey pack the money go France... Ala Oyi e!
To make suffer to full in abundance... Ala Oyi e!
Ala Oyi e!... Ala Oyi e!... Ala Oyi e!"
Teenage Hurt,"I just feel like I don't belong
And everything I do, yeah, I did it, but I did it wrong
And I never felt so alone
A knock on my door, ain't nobody home
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt
Sat up at night, thinkin' 'bout what I do with my life
It makes me realize it's been a while since I last cried
And I'm thinkin' if anybody one day will want to be my wife
'Cause I spend too much time wonderin' if I'm liked
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt
La da da
La-da-da la la da da
La la-la da da da
La-la-la
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt
And I heard
It's teenage hurt"
Tap In (feat. Trey Songz),"
Yah!
Tap in, tap in
Tap in, tap in, yah
Tap in, tap in
Tap in


I'm on my grind, all my niggas got the work
Like step in
I just got caught, baby keep it in your skirt
Like tap in
Y'all need a break, I just walked up into church
Like tap in
She turned me down, so I pulled up with a purse
I'm back in
I'm blacking out, people hate me
'Cause I love my black skin
So now I'm clout, they don't matter
Went and got a black Benz
I know they high, so I'm spending money
With my black friends
Yeah, I'm the man now
And I was that nigga back then
Been around some vicious bitches
Plotting on my niggas' riches
Tell her give no give no time for chubbies
By the light she hitting switches
When your done you can hit the kitchen
When your done you can hit the dishes
When your done you can bring your friend
Come and grant your nigga wishes


You can't get one of these
'Cause that shit pricey yeah
You ain't colder than ya boy
'Cause that shit icy, yeah
Couple drinks, it got me staring at your wifey, yeah
Can I get the number?
Who right, did you like me? Yeah


I hit your bitch like
Tap in
Yeah I hit your bitch like
Tap in
Told her that I rap like
Tap in
'Cause she hit me back like
Tap in
Told her we we gon' shine like
Tap in
I be on my grind like
Tap in
She be on my mind like
Tap in
Then she hit my line like
Tap in, tap In


I pull up to the show
Know they got the backend
When you see us at the club
Know we 'bout to strap in
If you see me with the girl
Then I'm prolly tapping
Taking trips around the world, girl
We got to packing
Racist white folks love to say
They got some black friends
Lock a nigga up, Benny up
May-bachin'
What the fuck is up?
Uncut, get it cracking
JAG hit me up, pen that game
Like a MAC-10
I don't give no-no fucks
By my dolo, bruh
Henny in a Solo cup
I make it look easy, I be in DC
I got a 3-piece
They gon' go go-go nuts
Momma said love no slut
No I don't love her, but
I know I love her butt
What if the rubber bust?
That's all fucked up


You can't get one of these
'Cause that shit pricey yeah
You ain't colder than ya boy
'Cause that shit icy, yeah
Couple drinks, they got me staring
At your wifey, yeah
In my white tee
""Ooh I think she like me""
Yeah


Hit your girl like
Tap In
Got her on the cam
She ain't acting
Let a nigga cut
That's action
I'ma give her back like
Tap in
Blow her back out
Then back in
We done got rich
We bragging
""Y'all don't wanna stand for the flag, leave""
Police still kill black men, damn


I hit your bitch like
Tap in
Yeah I hit your bitch like
Tap in
Told her that I rap like
Tap in
'Cause she hit me back like
Tap in
Told her we we gon' shine like
Tap in
I be on my grind like
Tap in
She be on my mind like
Tap in
Then she hit my line like
Tap in, tap In"
Are You Gonna' Waste My Time?,"Sittin' in your garden grove,
Watching the flowers grow,
Tell you whats on my head,
You didn't hear a thing I said,
And Im breaking down from it all,
See your point, but not at all.
You'll still be rockin' til the earliest sun rise,
You'll wait a minute, til' the glorious moonlight,
Oh no, can you feel it in your spine?
The force of gravity and weight on your mind,
And then I got sick from the cigarette,
Even more when I think of it.
So let's not make some kind of scene,
Cause I don't wanna waste my time,
Always trying to be right,
Don't really know what to do, whats going on with you?
Whats running through your head, whats that last thing you said?
You said, are you gonna waste my time? Are you gonna be mine?
Easy come, easy go, l so put it down and let it go,
You tell me something I don't want to know,
And I can see you through my ruby reds,
Break.
You said, are you gonna waste my time? Are you gonna be mine?
You said, are you gonna waste my time? Are you gonna be mine?
You said, are you gonna waste my time? Are you gonna be mine?
You said, are you gonna waste my time? Are you gonna be mine?"
Mi Niña,"Tiene a los hombres vuelto loco' (loco')
Y a las mujeres indecisa' (indecisa')
Y no la culpes que cualquiera va a caer con su sonrisa (W)
Solo con un beso ella me hipnotizó (hipnotizó) (oh-oh)
No puedo olvidarme de lo que pasó (sin duda)
Esa es mi niña
Cualquiera se encariña
De lejitos me guiña
Varias le tienen riña
Solo porque es mi niña (oh-oh-oh-oh)
Cualquiera se encariña
De lejitos me guiña
Varias le tienen riña
Quiere que cante en Viña, dice que puedo ir ya (ah)
Mi amor, tú me tiene' corriendo por la línea (ah)
Y mis dolores de cabeza los alivia (Myke Towers)
Me hace' estar en la paz, como en Bolivia
Quiero viajar el mundo contigo de compañía (tra)
Ninguna mujer me comprendía (tra)
Y cierra los ojos y dime en qué lugar es que estaría
Que voy a pedir una estadía
Yo quiero viajar el mundo contigo de compañía (tú sabe' ya)
Ninguna mujer me comprendía
Cierra los ojos y dime en qué lugar es que estaría (ajá)
Que voy a pedir una estadía
A ella le cogen cosa' porque está conmigo
El que te falte el respeto se convierte en mi enemigo
Hay muchas envidiosa', dicen que es prohibido
Siempre está en mi mente, yo nunca la olvido
Porque es mi niña (oh-oh-oh-oh)
Cualquiera se encariña
De lejitos me guiña
Varias le tienen riña
Solo porque es mi niña
Y cualquiera se encariña
Y de lejitos me guiña
Varias le tienen riña (mr. W)
Suavecito, mami, dale ahí (tra), suéltate así (tra)
Yo llegué al party, fue por ti (yeah)
Nos vamos a switche con las luces apagá'
Y como está bailando conmigo bien entregá'
Mi mami es fuego (fuego), fuego (fuego), fuego
Ella me da la señal y yo me pego (yeah)
Sigo ciego, mami, yo te brego (eh)
Le gusta prenderlo escuchando el disco de Tego (pasándola chillin')
Quiero viajar el mundo contigo de compañía (tra)
Ninguna mujer me comprendía
Cierra los ojo' y dime en qué lugar es que estaría (tra)
Que voy a cumplir tu fantasía
Quiero viajar el mundo contigo de compañía (Myke Towers)
Ninguna mujer me comprendía
Cierra los ojos y dime en qué lugar es que estaría
Que voy a pedir una estadía (desde la base)
Tiene a los hombre' vuelto loco' (loco')
Y a las mujere' indecisa' (indecisa')
Y no la culpes que cualquiera va a caer con su sonrisa (W)
Solo con un beso ella me hipnotizó (hipnotizó) (oh-oh)
No puedo olvidarme de lo que pasó (sin duda)
Esa es mi niña
Cualquiera se encariña
Y de lejitos me guiña
Varias le tienen riña
Solo porque es mi niña (oh-oh-oh-oh)
Cualquiera se encariña
De lejitos me guiña
Varias le tienen riña
Muchacho'
Tres movimiento' y tomamo' la delantera
Papá W (ey)
Con la joven leyenda, Myke Towers
Ustedes saben ya
Esto es un junte legendario (yeah)
Los Legendarios (doble)
Saludos desde el otro nivel
Myke Towers, baby
Usted anda con nosotro', jaja
Dímelo, Yannc
Full Harmony"
I Scare Myself,"They say I'm crazy
But the whole world has gone mad
They think I'm dangerous
I might agree with that
When everything I touch will break
Loving you is my escape
So come on give me what I crave
I want it
I want it
Do you want it?
I scare myself
With the way that I need you
There's no one else
Tell me that you can feel it too
I'd crawl through hell
If it meant that I could keep you
I scare myself
I come unraveled
When you whisper my name
My head is spinning
You make me feel insane
The moment that our skin collides
There's nothing left for me to hide
I have finally learned to fly
And I want it
I want it
Do you want it?
I scare myself
With the way that I need you
There's no one else
Tell me that you can feel it too
I'd crawl through hell
If it meant that I could keep you
I scare myself
When everything I touch will break
Loving you is my escape
So come on give me what I crave
I want it
I want it
Do you want it?
I scare myself
With the way that I need you
There's no one else
Tell me that you can feel it too
I'd crawl through hell
If it meant that I could keep you
I scare myself
I scare myself"
YSIV,"It's that Young Sinatra IV shit right here
Rest in peace Mac Miller
It's been like ten years
Here we go, yeah
Visualizin' and realizin' my life is fuckin' crazy
Poppin' like Jay-Z
Dirty Dancin' on the game like Swayze
I'm one of the illest and bitch I've been ready to kill it, it's so amazin'
Bitch, I've been blazin', I'm talkin' grass, I ain't talkin' grazing
They just hit the tape while I sip scotch let the haters kick rocks
My shit is tip top and never flip-flop
Why? 'Cause my soul too strong
Did this all on my own, 'cause waiting took too long
The flow sophisticated, all these youngins do is rhyme like they inebriated
I'm hated but yeah, that's how you know I made it
I'm one of the illest, I'm one of the realest, I'm ready to kill this
The people, they feel us, me and my team made millions but you know we still us
That's why they wanna kill us, that's why they wanna kill us
RattPack real all the time, we never phony
I'm single-handedly running the game like a Sony
While the rest of these rappers is acting
Pass 'em the Tony, pass 'em the Oscar
From the new school rappers, yeah I'm the illest on the roster
Smoke like a rasta
Black and white like Bob Marley, yeah, like Bob Marley
These racist motherfuckers hate that last line
Probably haters on the internet ain't got nothing to bargain
Said I'd never make it, bitch, I just sold out the garden
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we sip scotch
Like Sinatra, screamin', ""Motherfuck the cops""
They say they want the old Logic, the one that flow like a faucet
I'm still the same me, they just don't believe it like they Agnostic
If I spit over the Boom-Bap, then they perceive it as nostalgic
But the truth is, my subject matter has been the same
And my production selection is still flame
But they love you on the come up 'cause you ain't tainted by fame
And you still they little secret
That's the type of bullshit that they frequent
From 19, to 2019, been murderin' this shit for a decade
From the Boom-Bap to the Trap, I let my shits cascade, listen, yeah, yeah
So what's the dilly, pass the Phillie, get silly, that's on the really
We snappin' like Uma Thurman in Kill Bill, I'm talkin' achilles
Try to play me like I ain't me, but I provided all the deets'
Who you know worth fifty million, still rappin' on break beats?
From Nasty Nas, Big-L, Tribe, The Roots, and many more
Of course we could never forget Biggie and young Shakur
Fuck the police, no we ain't fuckin' with Al Pastor
I'm the bastard that mastered the flow, I said it once before fa sho
While 6ix produce the kicks from the soul, you already know
Fuck these youngins talking outta they ass with no class, I'm here to school 'em
This that real shit, I'm never foolin'
I'm killin' these squares, we call it a mass-acre
I got the bread, but these fuckers needs the dough like a baker
The legends above me love me like the RZA, like Nas, like Jay
'Cause I mastered the flow from back in the day
Respected by my peers from Drizzy to Cole to Kenny
Thank you for the love and inspiration, plenty
Yeah I'm loved by many, and only hated by a little
Now I think it's time to switch the lyricism, peep the riddle
I was born in mint condition, I'm everybody's life's mission
Alright, listen, put me 'round your neck and I might glisten
The ultimate connect, I'll get you anything you need
From good credit, to good weed I can make any woman suck seed, control you with high degree
Along with anybody that's in need, I'll make 'em beg and plead
I'm in the pocket of mafia crime lords and presidents
Without me, they'll evict you from your residence
Hov wrote about me on Dead Presidents, never irrelevant
Not a soul on earth would love me if I weren't me
No matter what year I'm in, I'm current, see?
People that have me, yeah they power's so immense
But people without me make no sense, god damn
Yeah, the world revolve around me, the law evolve around me
The shit people do to get a piece of me astound me
Blood stains my face when drug deals go wrong
I'm given to the greatest athletes when they go long
You could put me in check, but I'm still laughing all the way to the bank
I'm the reason that the Titanic sank
I'm always there for you, yeah, when it comes down to the wire
And some people even tuck me away 'til they retire
I usually come around on the first and fifteenth
If you owe me to somebody then they'll leave you beneath
People go crazy when they feel me, in the Middle East they drill me
If you let your guard down, then some people'll steal me
I knew these two dudes that's always been homies since fifth grade
Always schemin' on the block, selling crack to get paid
Now they never graduated, thought that shit a charade
Only thing on they mind that wasn't me was get laid
Then one day, they had a falling out on the block
See, one thought the other one had been stealing his rock
'Cause he coulda sworn he had more weight in his stock
Pulled out the Glock and his homie yelled 'stop!'
But before he had the chance to pull the trigger, oh shit here come the cops
They saw the gun and blew them both away
Now there's two more kids dead in the street all before twenty
Over me, the most important thing to man, money!
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we get high
'Cause you never know when you're gonna go
Life's a bitch and then you die, that's why we sip scotch
Like Sinatra, screamin', ""Motherfuck the cops""
We just some motherfuckin' KIDS
We just some motherfuckin' KIDS
We love and miss you Mac
For those of y'all who don't know man
Mac is the whole reason that I started doing this Young Sinatra shit
I remember I loved Lord Finesse, all the shit he did with DITC, Diggin in the Crates
Hip to the Game, one of the illest beats ever and
I remember when Mac flipped that shit for KoolAid and Frozen Pizza
I thought it was the dopest shit man
Mac showed me that I could just do it all on my own
Me and all my boys, all my homies and if it wasn't for him killing that beat
I would have never got on that beat for my very first mixtape Young Broke and Infamous, damn
It's like 2010 And I titled the track Young Sinatra
And that was the birth of all this shit
So, thank you, I appreciate you, love you and miss you, yeah
We just some motherfuckin' KIDS"
Of The Night,"Rhythm is a dancer
It's a soul's companion
People feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air
Oh, oh, it's a passion
Oh, oh, you can feel it in the air
Oh, oh, it's a passion
Oh, oh, oh, oh, oh
You can put some joy up on my face
Oh, sunshine in an empty place
Take me too, turn to
And, babe, I'll make you stay
(Oh, yeah)
Oh, I can ease you of your pain
Feel you give me love again
Round and round we go
Each time I hear you say
This is the rhythm of the night
The night
Oh, yeah
The rhythm of the night
This is the rhythm of my life
My life
Oh, yeah
The rhythm of my life
This is the rhythm of the night
The night
Oh, yeah
The rhythm of the night
This is the rhythm of my life
My life
Oh, yeah
The rhythm of my life
Won't you teach me how to love and learn?
There'll be nothing left for me to yearn
Think of me and burn
And let me hold your hand
(Oh, yeah)
I don't want to face the world in tears
Please think again, I'm on my knees
Sing that song to me
No reason to repent
This is the rhythm of the night
The night
Oh, yeah
The rhythm of the night
This is the rhythm of my life
My life
Oh, yeah
The rhythm of my life
This is the rhythm of the night
The night
Oh, yeah
The rhythm of the night
This is the rhythm of my life
My life
Oh, yeah
The rhythm of my life
This is the rhythm of the night
The night
Oh, yeah
The rhythm of the night
This is the rhythm of my life
My life
Oh, yeah
The rhythm of my life
This is the rhythm of the night
The night
Oh, yeah"
I Already Know,"
Man, Prince was a pimp, Apollonia, Vanity
Sheila E. had me on the edge of insanity
Swore if I made it in music I'd be similar
Here I am, this is the future, I'm where the woman are
Rocking with Tim and Bob, y'all need me, shine a spotlight up
In the sky like Batman, I pops right up
This is Nas, hate if you must hate
Been hot since the days of cassette tapes
T-shirts over the thermals dripped in our memories
Sipping that Hennessy .4-5th in my denim jeans
She told me she was my eyelashes
When we hump, I grunt just like a bull mastiff
They call me the best who ever did it
Only in the club one minute guess who I slip with
A chocolate dyke ghetto thing sweet
We going to pop tonight, bon appetit


Do you know who I am? And she says
La lalala I already know
What we can't hold hands? And she says
La lalala I already know
You got to leave by three? You with me?
La lalala I already know
So until next week? You know, ma
La lalala I already know


You know, mirror, mirror on the wall
Who's the nastiest sexiest thug of them all?
I seen her in the mall, she was wearing home
Degarsole keyoke mose cherry cologne
She was looking very alone
'Til this big weightlifting Mr. Universe clone starts grabbing her own
But she can't stop looking I'm in the zone
One look at the kid she taking of her stone
Cash crazy, ass crazy, hair long
And baby amaze me because I'm in rare form
She like an ice cold bowl of post honeycomb
Followed me in the shop while I cop Nina Simone
Tap me on the shoulder I told her I'm on the phone
I played it off well nobody was on the cell
Shit, she said the tone?
She said, ""Excuse me mister so and so should I leave you alone?""
I said


Do you know who I am? And she says
La lalala I already know
What we can't hold hands? And she says
La lalala I already know
You got to leave by three? You with me?
La lalala I already know
So until next week? You know, ma
La lalala I already know


Tick-tock, tick-tock time is passing
Hello?
Turn the television off, focus here


You know, lover not a fighter
I'm the vagina liner re-constructor, bed sheet ruffler
For you freak girls undercover who loves ya?
I'm not a priest don't front for me, but step in my confessional
That's the bedroom, tell the truth I'll be impressional
Wait before you pass your collection plate
Show me you a professional so we straight?
She tried to kiss my lips, but no I don't do that
Want me to kiss my lips but not with a new jack
Few stacks spend my chips, yeah I do that
See the problem with you women is, look I got 'em
You can hear a mouse piss on cotton
You don't wanna miss it then listen, stop stressing the man
We out to get as much sex as we can
And you roll with the plan, shorty you lie
But you gotta leave, 2:45


Do you know who I am? And she says
La lalala I already know
What we can't hold hands? And she says
La lalala I already know
You got to leave by three? You with me?
La lalala I already know
So until next week? You know, ma
La lalala I already know
Do you know who I am? And she says
La lalala I already know
What we can't hold hands? And she says
La lalala I already know
You got to leave by three? You with me?
La lalala I already know
So until next week? You know, ma
La lalala I already know"
For You And Me,"What day is it
And in what month?
This clock never seemed so alive
I can't keep up, and I can't back down
I've been losing so much time
'Cause it's you and me
And all of the people with nothing to do
Nothing to lose
And it's you and me
And all of the people
And I don't know why
I can't keep my eyes off of you
What are the things that I want to say
Just aren't coming out right?
I'm tripping on words
You got my head spinning
I don't know where to go from here
'Cause it's you and me
And all of the people with nothing to do
Nothing to prove
And it's you and me
And all of the people
And I don't know why
I can't keep my eyes off of you
There's something about you now
That I can't quite figure out
Everything she does is beautiful
Everything she does is right
'Cause it's you and me
And all of the people with nothing to do
Nothing to lose
And it's you and me and all of the people
And I don't know why
I can't keep my eyes off of you and me
And all of the people with nothing to do
Nothing to prove
And it's you and me and all of the people
And I don't know why
I can't keep my eyes off of you
What day is it?
And in what month?
This clock never seemed so alive"
War,"War, huh, yeah
What is it good for?
Absolutely nothing, uhh
War, huh, yeah
What is it good for?
Absolutely nothing
Say it again, y'all
War, huh (good God)
What is it good for?
Absolutely nothing, listen to me, oh
War, I despise
'Cause it means destruction of innocent lives
War means tears to thousands of mother's eyes
When their sons go off to fight
And lose their lives
I said, war, huh (good God, y'all)
What is it good for?
Absolutely nothing, just say it again
War (whoa), huh (oh Lord)
What is it good for?
Absolutely nothing, listen to me
It ain't nothing but a heart-breaker
(War) Friend only to The Undertaker
Oh, war it's an enemy to all mankind
The thought of war blows my mind
War has caused unrest
Within the younger generation
Induction then destruction
Who wants to die? Oh
War, huh (good God y'all)
What is it good for?
Absolutely nothing
Say it, say it, say it
War (uh-huh), huh (yeah, huh)
What is it good for?
Absolutely nothing, listen to me
It ain't nothing but a heart-breaker
(War) It's got one friend that's The Undertaker
Oh, war, has shattered many a young man's dreams
Made him disabled, bitter and mean
Life is much too short and precious
To spend fighting wars each day
War can't give life
It can only take it away, oh
War, huh (good God y'all)
What is it good for?
Absolutely nothing, say it again
War (whoa), huh (oh Lord)
What is it good for?
Absolutely nothing, listen to me
It ain't nothing but a heart breaker
(War) Friend only to The Undertaker, woo
Peace, love and understanding, tell me
Is there no place for them today?
They say we must fight to keep our freedom
But Lord knows there's got to be a better way, oh
War, huh (God y'all)
What is it good for? You tell me (nothing)
Say it, say it, say it, say it
War (good God), huh (now, huh)
What is it good for?
Stand up and shout it (nothing)"
Funnel Of Love,"Here I go,
Falling down, down, down,
My mind is a blank,
My head is spinning around and around,
As I go deep into the funnel of love.
It's such a crazy, crazy feeling,
I get weak in the knees,
My poor old head is a reelin',
As I go deep into the funnel of love.
I tried and I tried, to run and hide,
I even tried to run away,
You just can't run from the funnel of love,
It's gonna get you someday.
It's such a crazy, crazy feeling,
I get weak in the knees,
My poor old head is a reelin',
As I go deep into the funnel of love.
I tried and I tried, to run and hide,
I even tried to run away,
You just can't run from the funnel of love,
It's gonna get you someday.
Here I go, falling down, down, down,
My mind is a blank,
My head is spinning around and around,
As I go deep into the funnel of love,
Deep into the funnel of love,
Deep into the funnel of love."
Crystal Closet Queen,"This songs dedicated to the undiluted queen of rock and roll,
And she knows who she is.
Left my home down in the heart of Georgia
Headed out to Hollywood.
All I took with me was my healing music,
Preaching every step that I could.
You ain't heard my rock and roll music,
You ain't never seen nothing like me.
I can wash dishes down in Macon, Georgia
And help a blind eye to see.
I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Well I'm gonna a little this song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Lord, the beauty's on duty, you know we're gonna have a time.
Move on up to heaven.
Headed up the highway, feelin all right today.
All I got with me is my faith in Jesus,
To show me every step of the way.
Sticks can't burn me, fire can't turn me,
Away from my rock and roll road.
I got a rainbow round my beautiful face,
And I'm living in a pot of gold.
I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Well I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Lord, the beauty's on duty, honey you know we're gonna have a time
You know we're gonna have,
You know we're gonna have,
I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Woh, woh, woh, woh, woh...
I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Well I'm gonna sing a little song of love for you one more time,
(Tutti frutti, the beauty's on duty)
Lord, the beauty's on duty, you know we're gonna have a time."
